pais,codigo_pais,anio,indicador,valor
Chile,CHL,2024,tasa_finalizacion_primaria,
Chile,CHL,2024,tasa_finalizacion_secundaria,
Chile,CHL,2024,tasa_alfabetizacion_adultos,
Costa Rica,CRI,2024,gasto_educacion_pib,
Costa Rica,CRI,2024,tasa_finalizacion_primaria,
Costa Rica,CRI,2024,tasa_finalizacion_secundaria,
Costa Rica,CRI,2024,tasa_alfabetizacion_adultos,
"Korea, Rep.",KOR,2024,gasto_educacion_pib,
"Korea, Rep.",KOR,2024,tasa_finalizacion_primaria,
"Korea, Rep.",KOR,2024,tasa_finalizacion_secundaria,
"Korea, Rep.",KOR,2024,tasa_alfabetizacion_adultos,
Mexico,MEX,2024,gasto_educacion_pib,
Mexico,MEX,2024,tasa_finalizacion_primaria,
Mexico,MEX,2024,tasa_finalizacion_secundaria,
Mexico,MEX,2024,tasa_alfabetizacion_adultos,
Spain,ESP,2024,gasto_educacion_pib,
Spain,ESP,2024,tasa_finalizacion_primaria,
Spain,ESP,2024,tasa_finalizacion_secundaria,
Spain,ESP,2024,tasa_alfabetizacion_adultos,
Viet Nam,VNM,2024,gasto_educacion_pib,
Viet Nam,VNM,2024,tasa_finalizacion_primaria,
Viet Nam,VNM,2024,tasa_finalizacion_secundaria,
Viet Nam,VNM,2024,tasa_alfabetizacion_adultos,
United States,USA,2024,gasto_educacion_pib,
United States,USA,2024,tasa_finalizacion_primaria,
United States,USA,2024,tasa_finalizacion_secundaria,
United States,USA,2024,tasa_alfabetizacion_adultos,
Uruguay,URY,2024,gasto_educacion_pib,
Uruguay,URY,2024,tasa_finalizacion_primaria,
Uruguay,URY,2024,tasa_finalizacion_secundaria,
Uruguay,URY,2024,tasa_alfabetizacion_adultos,
